crew_id,rank,base,type_ratings,pool_id,fte,hourly_rate_gbp,available_days,duties,hours,target_hours,deviation_hours,dev_outside_band,utilisation,overtime_threshold_hours,overtime_hours,pay_cost,overtime_cost
C0001,CPT,MAN,A320,MAN-A320-CPT,1.0,183.17,21,10,83.0,79.01847911275416,3.9815208872458356,0.0,1.050387212357814,110.0,0.0,15203.109999999999,0.0
C0002,CPT,MAN,A320,MAN-A320-CPT,1.0,130.86,29,14,107.3333,109.12075686999384,-1.7874568699938465,0.0,0.9836194604833669,110.0,0.0,14045.635638000002,0.0
C0003,CPT,MAN,A320,MAN-A320-CPT,1.0,132.32,31,15,113.0,116.64632630930376,-3.6463263093037597,0.0,0.9687403244947893,110.0,3.0,14952.16,198.48
C0004,CPT,MAN,A320,MAN-A320-CPT,1.0,176.86,24,13,101.16669999999999,90.30683327171904,10.859866728280949,6.859866728280949,1.1202552047817391,110.0,0.0,17892.342562,0.0
C0005,CPT,MAN,A320,MAN-A320-CPT,1.0,159.21,31,13,108.5,116.64632630930376,-8.14632630930376,4.14632630930376,0.9301621699795101,110.0,0.0,17274.285,0.0
C0007,CPT,MAN,A320,MAN-A320-CPT,1.0,180.77,31,13,105.9167,116.64632630930376,-10.729626309303754,6.729626309303754,0.9080157374107721,110.0,0.0,19146.561859,0.0
C0008,CPT,MAN,A320,MAN-A320-CPT,1.0,139.53,20,11,83.41669999999999,75.2556943930992,8.161005606900787,4.161005606900787,1.1084436954932826,110.0,0.0,11639.132151,0.0
C0010,CPT,MAN,A320,MAN-A320-CPT,1.0,131.11,29,14,114.08330000000001,109.12075686999384,4.962543130006168,0.9625431300061678,1.045477535826832,110.0,4.083300000000008,14957.461463000003,267.6807315000006
C0011,CPT,MAN,A320,MAN-A320-CPT,1.0,129.68,31,14,118.4999,116.64632630930376,1.853573690696237,0.0,1.0158905449433635,110.0,8.499899999999997,15367.067032,551.1335159999998
C0012,CPT,MAN,A320,MAN-A320-CPT,1.0,172.54,31,14,109.4167,116.64632630930376,-7.229626309303754,3.229626309303754,0.9380209687004337,110.0,0.0,18878.757418,0.0
C0013,CPT,MAN,A320,MAN-A320-CPT,1.0,185.4,29,14,109.0832,109.12075686999384,-0.03755686999383556,0.0,0.9996558228601862,110.0,0.0,20224.02528,0.0
C0014,CPT,MAN,A320,MAN-A320-CPT,1.0,154.27,31,13,112.0001,116.64632630930376,-4.646226309303756,0.6462263093037564,0.9601682585614942,110.0,2.0001000000000033,17278.255427,154.27771350000026
C0015,CPT,MAN,A320,MAN-A320-CPT,1.0,158.07,31,14,112.0001,116.64632630930376,-4.646226309303756,0.6462263093037564,0.9601682585614942,110.0,2.0001000000000033,17703.855807,158.07790350000025
C0016,CPT,MAN,A320,MAN-A320-CPT,0.75,173.03,30,10,83.7499,84.66265619223661,-0.9127561922366141,0.0,0.9892189043754535,82.5,1.2498999999999967,14491.245197,108.13509849999971
C0017,CPT,MAN,A320,MAN-A320-CPT,1.0,175.12,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0
C0018,CPT,MAN,A320,MAN-A320-CPT,0.75,148.09,19,8,65.58330000000001,53.619682255083184,11.963617744916824,7.963617744916824,1.2231198925797935,82.5,0.0,9712.230897000001,0.0
