crew_id,rank,base,type_ratings,pool_id,fte,hourly_rate_gbp,available_days,duties,hours,target_hours,deviation_hours,dev_outside_band,utilisation,overtime_threshold_hours,overtime_hours,pay_cost,overtime_cost
C0001,CPT,MAN,A320,MAN-A320-CPT,1.0,183.17,21,10,84.5833,79.01847911275416,5.56482088724583,1.5648208872458298,1.0704242975786107,110.0,0.0,15493.123060999998,0.0
C0002,CPT,MAN,A320,MAN-A320-CPT,1.0,130.86,29,15,113.6666,109.12075686999384,4.545843130006162,0.5458431300061619,1.0416588306422954,110.0,3.6666000000000025,14874.411276000003,239.90563800000018
C0003,CPT,MAN,A320,MAN-A320-CPT,1.0,132.32,31,16,118.25,116.64632630930376,1.6036736906962403,0.0,1.0137481714292818,110.0,8.25,15646.839999999998,545.8199999999999
C0004,CPT,MAN,A320,MAN-A320-CPT,1.0,176.86,24,13,101.66669999999999,90.30683327171904,11.359866728280949,7.359866728280949,1.1257918843649506,110.0,0.0,17980.772562,0.0
C0005,CPT,MAN,A320,MAN-A320-CPT,1.0,159.21,31,13,106.91669999999999,116.64632630930376,-9.729626309303768,5.729626309303768,0.9165886606363897,110.0,0.0,17022.207807,0.0
C0007,CPT,MAN,A320,MAN-A320-CPT,1.0,180.77,31,13,107.8334,116.64632630930376,-8.812926309303762,4.812926309303762,0.9244474593573133,110.0,0.0,19493.043718,0.0
C0008,CPT,MAN,A320,MAN-A320-CPT,1.0,139.53,20,11,86.33330000000001,75.2556943930992,11.077605606900804,7.0776056069008035,1.1471995667070292,110.0,0.0,12046.085349,0.0
C0010,CPT,MAN,A320,MAN-A320-CPT,1.0,131.11,29,14,110.4167,109.12075686999384,1.2959431300061652,0.0,1.0118762293002619,110.0,0.41670000000000584,14476.733537000002,27.316768500000386
C0011,CPT,MAN,A320,MAN-A320-CPT,1.0,129.68,31,14,118.6665,116.64632630930376,2.0201736906962395,0.0,1.0173187939527515,110.0,8.6665,15388.67172,561.9358599999999
C0012,CPT,MAN,A320,MAN-A320-CPT,1.0,172.54,31,13,109.0001,116.64632630930376,-7.646226309303756,3.6462263093037564,0.9344494888846414,110.0,0.0,18806.877254,0.0
C0013,CPT,MAN,A320,MAN-A320-CPT,1.0,185.4,29,14,107.0831,109.12075686999384,-2.037656869993839,0.0,0.9813265878239692,110.0,0.0,19853.20674,0.0
C0014,CPT,MAN,A320,MAN-A320-CPT,1.0,154.27,31,13,108.91680000000001,116.64632630930376,-7.7295263093037505,3.7295263093037505,0.9337353643799475,110.0,0.0,16802.594736000003,0.0
C0015,CPT,MAN,A320,MAN-A320-CPT,1.0,158.07,31,14,109.8334,116.64632630930376,-6.812926309303762,2.812926309303762,0.9415933058085485,110.0,0.0,17361.365538,0.0
C0016,CPT,MAN,A320,MAN-A320-CPT,0.75,173.03,30,10,80.6666,84.66265619223661,-3.9960561922366082,0.0,0.9528002501697669,82.5,0.0,13957.741798000001,0.0
C0017,CPT,MAN,A320,MAN-A320-CPT,1.0,175.12,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0
C0018,CPT,MAN,A320,MAN-A320-CPT,0.75,148.09,19,7,62.9167,53.619682255083184,9.297017744916815,5.297017744916815,1.1733881543849591,82.5,0.0,9317.334103,0.0
C0019,FO,MAN,A320,MAN-A320-FO,1.0,83.05,29,11,91.6668,90.22057483443709,1.4462251655629075,0.0,1.0160298819666895,110.0,0.0,7612.927739999999,0.0
C0020,FO,MAN,A320,MAN-A320-FO,1.0,81.61,31,12,93.91669999999999,96.4426834437086,-2.5259834437086113,0.0,0.9738084491895855,110.0,0.0,7664.541886999999,0.0
C0021,FO,MAN,A320,MAN-A320-FO,1.0,87.24,31,12,92.1666,96.4426834437086,-4.2760834437086,0.2760834437086004,0.9556619196913527,110.0,0.0,8040.614184,0.0
C0022,FO,MAN,A320,MAN-A320-FO,0.75,58.81,30,9,73.91669999999999,69.99872185430463,3.9179781456953577,0.0,1.0559721383749012,82.5,0.0,4347.0411269999995,0.0
