pool_id,status,cbc_result,objective,best_bound,gap,build_seconds,solve_seconds,wall_seconds,n_variables,n_binaries,n_constraints,nodes,time_limit_hit,constraints_coverage,constraints_rest,constraints_hours_7d,constraints_days_7d,constraints_hours_month,constraints_overtime_link,constraints_fairness_link,uncovered_seats,pay_cost,overtime_cost,fairness_total_dev_hours,fairness_max_dev_hours
BHX-A320-CPT,OPTIMAL,Optimal solution found (within gap tolerance),165616.107872,165239.695,0.002272803514323046,0.169,0.95,1.12,1599,1421,1625,0,False,129,887,280,281,12,12,24,0.0,165616.1079,0.0,0.0,0.0
BHX-A320-FO,OPTIMAL,Optimal solution found (within gap tolerance),78199.021357,78033.692,0.002114212609454992,0.153,1.056,1.208,1505,1327,1551,0,False,129,827,273,275,11,12,24,0.0,78199.0214,0.0,0.0,0.0
BHX-E190-CPT,OPTIMAL,Optimal solution found (within gap tolerance),133179.63787256,132672.863,0.003805197856484114,0.167,1.01,1.177,1045,907,1327,0,False,97,713,237,240,10,10,20,0.0,133167.4914,0.0,0.0253,0.0253
BHX-E190-FO,OPTIMAL,Optimal solution found (within gap tolerance),65430.24064852001,65144.059,0.00437384374080678,0.113,4.669,4.782,1064,926,1361,5,False,97,734,244,246,10,10,20,0.0,65397.3073,0.0,0.0686,0.0686
EDI-A320-CPT,OPTIMAL,Optimal solution found (within gap tolerance),127121.07584215999,126864.971,0.002014652884766152,0.096,0.927,1.024,905,770,1101,0,False,98,558,202,207,9,9,18,0.0,127081.0373,0.0,0.0834,0.0834
EDI-A320-FO,OPTIMAL,Optimal solution found (within gap tolerance),63235.78137350003,62977.371,0.004086458139478652,0.102,0.558,0.66,961,826,1168,0,False,98,597,217,220,9,9,18,0.0,62959.2477,276.5337,0.0,0.0
EDI-B737-CPT,OPTIMAL,Optimal solution found (within gap tolerance),137822.41164199996,137228.681,0.004307939724216943,0.078,0.511,0.59,690,559,810,0,False,98,377,149,155,7,8,16,0.0,129387.3737,8435.038,0.0,0.0
EDI-B737-FO,OPTIMAL,Optimal solution found (within gap tolerance),58973.643233999996,58830.717,0.002423561207383531,0.094,0.835,0.929,872,741,1036,0,False,98,511,197,198,8,8,16,0.0,58973.6432,0.0,0.0,0.0
MAN-A320-CPT,OPTIMAL,Optimal solution found (within gap tolerance),242012.94136650005,241079.821,0.003855663094838179,0.268,1.159,1.427,2818,2563,2342,0,False,190,1374,355,360,15,16,32,0.0,238831.6122,3181.3292,0.0,0.0
MAN-A320-FO,FEASIBLE,Stopped on time limit,121843.86693607991,120240.775,0.013156935809669507,0.339,60.177,60.516,3331,3068,2780,48,True,190,1659,428,431,18,18,36,0.0,120374.1895,0.0,6.0009,2.474
MAN-B737-CPT,FEASIBLE,Stopped on time limit,168250.49454579994,167342.846,0.005394626317445254,0.158,59.937,60.095,1615,1438,1619,504,True,128,859,292,292,12,12,24,0.0,167549.431,0.0,3.1523,1.1222
MAN-B737-FO,FEASIBLE,Stopped on time limit,76779.01094500003,76320.493,0.005971917837395483,0.165,60.08,60.245,1528,1351,1554,560,True,128,815,280,283,12,12,24,0.0,76779.0109,0.0,0.0,0.0
