crew_id,rank,base,type_ratings,pool_id,fte,hourly_rate_gbp,available_days,duties,hours,target_hours,deviation_hours,dev_outside_band,utilisation,overtime_threshold_hours,overtime_hours,pay_cost,overtime_cost
C0001,CPT,MAN,A320,MAN-A320-CPT,1.0,183.17,21,10,82.7499,79.01847911275416,3.7314208872458323,0.0,1.04722212992636,110.0,0.0,15157.299183,0.0
C0002,CPT,MAN,A320,MAN-A320-CPT,1.0,130.86,29,14,110.6665,109.12075686999384,1.5457431300061586,0.0,1.0141654362959354,110.0,0.6664999999999992,14481.818190000002,43.609094999999954
C0003,CPT,MAN,A320,MAN-A320-CPT,1.0,132.32,31,15,119.1668,116.64632630930376,2.5204736906962353,0.0,1.021607827442528,110.0,9.166799999999995,15768.150975999999,606.4754879999996
C0004,CPT,MAN,A320,MAN-A320-CPT,1.0,176.86,24,11,86.5832,90.30683327171904,-3.723633271719038,0.0,0.9587668713782133,110.0,0.0,15313.104752000003,0.0
C0005,CPT,MAN,A320,MAN-A320-CPT,1.0,159.21,31,15,120.5,116.64632630930376,3.8536736906962403,0.0,1.0330372486869213,110.0,10.5,19184.805,835.8525000000001
C0007,CPT,MAN,A320,MAN-A320-CPT,1.0,180.77,31,13,113.3334,116.64632630930376,-3.312926309303762,0.0,0.9715985370982102,110.0,3.3333999999999975,20487.278718,301.28935899999976
C0008,CPT,MAN,A320,MAN-A320-CPT,1.0,139.53,20,10,77.8333,75.2556943930992,2.5776056069007893,0.0,1.034251303209517,110.0,0.0,10860.080349,0.0
C0010,CPT,MAN,A320,MAN-A320-CPT,1.0,131.11,29,14,112.0835,109.12075686999384,2.96274313000616,0.0,1.027151050038408,110.0,2.083500000000001,14695.267685000003,136.58384250000006
C0011,CPT,MAN,A320,MAN-A320-CPT,1.0,129.68,31,14,113.2499,116.64632630930376,-3.396426309303763,0.0,0.9708826980088711,110.0,3.2498999999999967,14686.247032000001,210.7235159999998
C0012,CPT,MAN,A320,MAN-A320-CPT,1.0,172.54,31,14,113.2502,116.64632630930376,-3.396126309303753,0.0,0.9708852698858389,110.0,3.2502000000000066,19540.189508,280.39475400000055
C0013,CPT,MAN,A320,MAN-A320-CPT,1.0,185.4,29,13,109.9167,109.12075686999384,0.7959431300061652,0.0,1.0072941496451904,110.0,0.0,20378.556180000003,0.0
C0014,CPT,MAN,A320,MAN-A320-CPT,1.0,154.27,31,15,115.6665,116.64632630930376,-0.9798263093037605,0.0,0.9916000242758987,110.0,5.666499999999999,17843.870955000002,437.08547749999997
C0015,CPT,MAN,A320,MAN-A320-CPT,1.0,158.07,31,15,114.1667,116.64632630930376,-2.479626309303754,0.0,0.9787423540221174,110.0,4.166700000000006,18046.330269000002,329.31513450000045
C0016,CPT,MAN,A320,MAN-A320-CPT,0.75,173.03,30,10,80.7499,84.66265619223661,-3.912756192236614,0.0,0.9537841550429007,82.5,0.0,13972.155197,0.0
C0017,CPT,MAN,A320,MAN-A320-CPT,1.0,175.12,0,0,0.0,0.0,0.0,0.0,,110.0,0.0,0.0,0.0
C0018,CPT,MAN,A320,MAN-A320-CPT,0.75,148.09,19,7,56.8334,53.619682255083184,3.2137177449168135,0.0,1.05993541195616,82.5,0.0,8416.458206,0.0
C0019,FO,MAN,A320,MAN-A320-FO,1.0,83.05,29,11,88.0834,90.22057483443709,-2.13717483443709,0.0,0.9763116690582054,110.0,0.0,7315.32637,0.0
C0020,FO,MAN,A320,MAN-A320-FO,1.0,81.61,31,12,100.5,96.4426834437086,4.057316556291397,0.05731655629139709,1.0420697186288845,110.0,0.0,8201.805,0.0
C0021,FO,MAN,A320,MAN-A320-FO,1.0,87.24,31,12,91.91669999999999,96.4426834437086,-4.525983443708611,0.5259834437086113,0.9530707433462247,110.0,0.0,8018.812907999999,0.0
C0022,FO,MAN,A320,MAN-A320-FO,0.75,58.81,30,9,73.5833,69.99872185430463,3.5845781456953603,0.0,1.0512091942643795,82.5,0.0,4327.433873,0.0
C0023,FO,MAN,A320,MAN-A320-FO,1.0,80.61,23,8,70.2499,71.55424900662251,-1.304349006622516,0.0,0.9817711872498055,110.0,0.0,5662.8444389999995,0.0
C0024,FO,MAN,A320,MAN-A320-FO,1.0,59.32,31,13,101.0,96.4426834437086,4.557316556291397,0.5573165562913971,1.0472541450897248,110.0,0.0,5991.32,0.0
C0025,FO,MAN,A320,MAN-A320-FO,1.0,78.68,29,11,93.6667,90.22057483443709,3.4461251655629184,0.0,1.0381966660253148,110.0,0.0,7369.695956000001,0.0
C0026,FO,MAN,A320,MAN-A320-FO,1.0,85.93,22,8,62.5,68.44319470198676,-5.943194701986755,1.943194701986755,0.9131660243525389,110.0,0.0,5370.625,0.0
C0027,FO,MAN,A320,MAN-A320-FO,1.0,60.31,29,11,92.83330000000001,90.22057483443709,2.612725165562921,0.0,1.0289593052400465,110.0,0.0,5598.776323000001,0.0
C0028,FO,MAN,A320,MAN-A320-FO,1.0,76.92,31,11,98.4166,96.4426834437086,1.9739165562913996,0.0,1.0204672504518555,110.0,0.0,7570.204872,0.0
C0029,FO,MAN,A320,MAN-A320-FO,1.0,90.06,31,12,95.2499,96.4426834437086,-1.1927834437086062,0.0,0.9876322039047699,110.0,0.0,8578.205994,0.0
C0030,FO,MAN,A320,MAN-A320-FO,0.75,66.56,11,3,26.3333,25.666198013245033,0.6671019867549681,0.0,1.0259914610808625,82.5,0.0,1752.7444480000001,0.0
C0031,FO,MAN,A320,MAN-A320-FO,1.0,88.63,31,12,92.75,96.4426834437086,-3.692683443708603,0.0,0.961711108485861,110.0,0.0,8220.432499999999,0.0
C0032,FO,MAN,A320,MAN-A320-FO,1.0,87.15,26,10,82.6667,80.8874119205298,1.7792880794702057,0.0,1.0219970949400423,110.0,0.0,7204.402905000001,0.0
C0033,FO,MAN,A320,MAN-A320-FO,1.0,84.72,31,12,94.1667,96.4426834437086,-2.275983443708597,0.0,0.9764006624200058,110.0,0.0,7977.802824,0.0
C0034,FO,MAN,A320,MAN-A320-FO,1.0,84.86,25,10,73.3333,77.77635761589403,-4.443057615894034,0.44305761589403403,0.9428739304322208,110.0,0.0,6223.063837999999,0.0
C0035,FO,MAN,A320,MAN-A320-FO,1.0,82.49,29,12,86.5834,90.22057483443709,-3.63717483443709,0.0,0.9596857497182696,110.0,0.0,7142.264665999999,0.0
C0036,FO,MAN,A320,MAN-A320-FO,1.0,76.26,31,13,102.91669999999999,96.4426834437086,6.474016556291389,2.4740165562913887,1.0671281254847096,110.0,0.0,7848.427541999999,0.0
C0037,CPT,MAN,B737,MAN-B737-CPT,1.0,168.5,29,12,98.58330000000001,94.1389083993661,4.444391600633907,0.4443916006339066,1.047210995710503,110.0,0.0,16611.286050000002,0.0
C0038,CPT,MAN,B737,MAN-B737-CPT,1.0,135.14,31,13,104.7499,100.6312469096672,4.118653090332799,0.11865309033279914,1.040928173075605,110.0,0.0,14155.901485999999,0.0
C0039,CPT,MAN,B737,MAN-B737-CPT,1.0,184.92,31,13,99.16669999999999,100.6312469096672,-1.464546909667206,0.0,0.9854464000532372,110.0,0.0,18337.906163999996,0.0
C0040,CPT,MAN,B737,MAN-B737-CPT,1.0,142.65,31,12,100.9168,100.6312469096672,0.2855530903327974,0.0,1.0028376185240866,110.0,0.0,14395.78152,0.0
C0041,CPT,MAN,B737,MAN-B737-CPT,0.75,171.44,30,9,67.9166,73.03880824088749,-5.122208240887488,1.1222082408874883,0.9298700462910887,82.5,0.0,11643.621904,0.0
C0042,CPT,MAN,B737,MAN-B737-CPT,0.75,171.95,31,9,72.08330000000001,75.4734351822504,-3.39013518225039,0.0,0.9550817426811962,82.5,0.0,12394.723435,0.0
C0043,CPT,MAN,B737,MAN-B737-CPT,0.5,161.43,21,5,38.750099999999996,34.08477717908083,4.665322820919165,0.6653228209191653,1.1368740888757358,55.0,0.0,6255.428642999999,0.0
C0044,CPT,MAN,B737,MAN-B737-CPT,1.0,178.77,31,12,98.08330000000001,100.6312469096672,-2.547946909667189,0.0,0.9746803603461817,110.0,0.0,17534.351541000004,0.0
C0045,CPT,MAN,B737,MAN-B737-CPT,1.0,171.75,30,12,92.5834,97.38507765451665,-4.801677654516652,0.8016776545166522,0.9506939074223354,110.0,0.0,15901.19895,0.0
C0046,CPT,MAN,B737,MAN-B737-CPT,1.0,130.75,23,10,77.3332,74.66189286846276,2.6713071315372474,0.0,1.0357787223027346,110.0,0.0,10111.315900000001,0.0
C0047,CPT,MAN,B737,MAN-B737-CPT,0.75,165.92,31,9,79.2499,75.4734351822504,3.7764648177495985,0.0,1.0500370071751781,82.5,0.0,13149.143407999998,0.0
C0048,CPT,MAN,B737,MAN-B737-CPT,1.0,180.04,30,12,94.7499,97.38507765451665,-2.635177654516653,0.0,0.9729406422628196,110.0,0.0,17058.771996,0.0
C0049,FO,MAN,B737,MAN-B737-FO,1.0,75.34,29,12,98.5,98.67383920265782,-0.17383920265781683,0.0,0.9982382442594456,110.0,0.0,7420.990000000001,0.0
C0050,FO,MAN,B737,MAN-B737-FO,0.5,85.52,29,6,46.3333,49.33691960132891,-3.003619601328907,0.0,0.939120244522765,55.0,0.0,3962.423816,0.0
C0051,FO,MAN,B737,MAN-B737-FO,1.0,61.23,25,11,87.5832,85.06365448504985,2.5195455149501527,0.0,1.0296195305762812,110.0,0.0,5362.719336,0.0
C0052,FO,MAN,B737,MAN-B737-FO,1.0,90.14,24,10,80.4999,81.66110830564784,-1.1612083056478468,0.0,0.9857801549630997,110.0,0.0,7256.260985999999,0.0
C0053,FO,MAN,B737,MAN-B737-FO,0.75,90.37,19,6,48.0834,48.48628305647841,-0.4028830564784158,0.0,0.991690782813582,82.5,0.0,4345.296858,0.0
C0054,FO,MAN,B737,MAN-B737-FO,1.0,91.09,29,12,97.7499,98.67383920265782,-0.9239392026578201,0.0,0.9906364320054455,110.0,0.0,8904.038391,0.0
C0055,FO,MAN,B737,MAN-B737-FO,0.75,85.3,31,10,79.5,79.10919867109635,0.39080132890364894,0.0,1.004940023859026,82.5,0.0,6781.349999999999,0.0
C0056,FO,MAN,B737,MAN-B737-FO,1.0,76.45,27,12,90.5001,91.86874684385383,-1.3686468438538242,0.0,0.9851021496333234,110.0,0.0,6918.732645000001,0.0
C0057,FO,MAN,B737,MAN-B737-FO,1.0,82.86,31,13,108.0835,105.47893156146179,2.604568438538209,0.0,1.0246927836676136,110.0,0.0,8955.79881,0.0
